row_num_1,Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source,Invalid Columns
31574,2021-06-08 06:42:42,128.52.193.162,181.109.56.236,29625,44540,ICMP,888,Data,HTTP,Incidunt cumque voluptatibus ullam quo labore nemo. Temporibus explicabo id cumque pariatur placeat. Repudiandae molestiae voluptatibus corporis cum.,IoC Detected,8.89,Alert Triggered,Malware,Known Pattern A,Blocked,Low,Nirvaan Sangha,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_5 rv:6.0; brx-IN) AppleWebKit/531.37.6 (KHTML, like Gecko) Version/4.0.5 Safari/531.37.6",Segment A,"Srinagar, Sikkim",126.133.206.192,,,Firewall,Destination IP Address (RBL)
31588,2022-10-17 15:56:32,223.104.12.142,150.56.235.8,59632,2253,ICMP,1263,Control,FTP,Nisi ipsa saepe tempore. Illum culpa harum est accusamus similique impedit. Error unde iste iste cumque repellat.,,96.48,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Taran Hora,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/3.0),Segment B,"Gwalior, Tamil Nadu",17.216.218.113,,Alert Data,Server,Device Information (Suspect Bot)
31600,2022-01-24 13:48:24,31.86.230.166,22.51.167.82,40514,22759,UDP,843,Data,FTP,Officia vel iste culpa sit repellat soluta. Reiciendis optio voluptate iste ipsam animi. Quasi quia porro recusandae error ratione. Illo quidem quasi sit inventore facilis enim.,,27.15,,Intrusion,Known Pattern B,Logged,Low,Lavanya Sagar,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/13.3u9284.0 Mobile/99O745 Safari/532.2",Segment B,"Mira-Bhayandar, Gujarat",,Log Data,,Server,Destination IP Address (RBL)
31609,2021-10-28 15:25:29,199.200.25.10,67.111.195.217,25098,30937,ICMP,1103,Data,DNS,Unde voluptas dolore numquam minus. Modi reprehenderit atque nisi facilis ullam. Dolores sapiente sit error libero saepe. Eligendi ad architecto similique iusto.,IoC Detected,54.34,,DDoS,Known Pattern B,Logged,Low,Zara Chhabra,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/3.0),Segment A,"Kulti, Chhattisgarh",,Log Data,Alert Data,Server,Destination IP Address (RBL)
31612,2023-04-02 23:33:31,173.124.180.177,55.167.98.118,25980,14532,ICMP,337,Control,HTTP,Ducimus vero minus quisquam aliquid praesentium. Occaecati inventore deserunt. Nemo cumque molestias. Error sunt debitis illo nostrum nobis laboriosam minus.,IoC Detected,52.22,,Intrusion,Known Pattern A,Logged,Low,Hazel Butala,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/5.1),Segment A,"Srikakulam, Tamil Nadu",121.29.101.190,,Alert Data,Server,Device Information (Suspect Bot)
31617,2021-06-16 04:05:08,70.186.238.163,192.225.216.68,18866,33211,UDP,1070,Data,HTTP,Nam modi tempore minima. Natus dolorem minus qui blanditiis. Tenetur nesciunt praesentium iusto accusantium temporibus soluta. Voluptas nulla dolorum laudantium.,,81.06,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Fateh Malhotra,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.0),Segment B,"Loni, Kerala",,Log Data,Alert Data,Firewall,Device Information (Suspect Bot)
31619,2022-10-04 02:24:00,136.138.76.221,191.144.242.35,37763,59961,TCP,515,Data,FTP,Vero minima ad exercitationem. Saepe saepe natus ex quo nobis quas. Soluta porro unde distinctio iste pariatur. Est fugit nobis.,,61.16,,Malware,Known Pattern B,Blocked,High,Alia Ramachandran,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/4.1),Segment B,"Satna, Rajasthan",154.86.75.223,Log Data,,Server,Device Information (Suspect Bot)
31620,2022-07-07 02:06:41,14.135.133.6,70.72.109.128,29026,34873,ICMP,87,Data,FTP,Repellat consequuntur ullam minus quibusdam quas reiciendis enim. Provident nemo corporis. Quis ipsa quod sint quas similique quae. Numquam atque accusantium minus similique distinctio.,,63.23,,DDoS,Known Pattern B,Ignored,Medium,Hrishita Bawa,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/13.0r8510.0 Mobile/63Z572 Safari/535.0",Segment C,"Belgaum, Chhattisgarh",,Log Data,Alert Data,Server,Source IP Address (RBL)
31622,2022-11-18 05:58:19,183.232.57.216,81.36.244.251,9391,57592,TCP,923,Data,HTTP,Illum error exercitationem illo similique. Doloremque et blanditiis optio. Quasi sed blanditiis officiis nisi vero minus.,IoC Detected,27.43,,DDoS,Known Pattern B,Ignored,High,Sana Gaba,Opera/8.76.(X11; Linux i686; crh-UA) Presto/2.9.174 Version/10.00,Segment C,"Motihari, Tamil Nadu",129.172.102.184,Log Data,,Server,Destination IP Address (RBL)
31627,2022-08-14 22:23:54,13.172.157.171,7.113.70.142,12968,51212,UDP,552,Control,DNS,Aperiam distinctio eveniet tenetur velit soluta. Voluptas quibusdam voluptates harum rem praesentium.,IoC Detected,67.9,,Malware,Known Pattern B,Blocked,High,Ela Rana,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/17.0.896.0 Safari/534.1",Segment A,"Indore, Rajasthan",,Log Data,Alert Data,Firewall,Destination IP Address (RBL)
31638,2021-12-21 09:10:05,193.221.23.159,191.121.189.48,20705,53710,TCP,1177,Control,DNS,Quaerat itaque dolorum ipsum dignissimos iure. Illo possimus atque molestiae. Corrupti dolore dolorem nisi quo architecto.,,45.3,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Hazel Bala,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/9380-02-05 10:09:14 Firefox/3.8,Segment C,"Malda, Madhya Pradesh",62.211.192.170,,Alert Data,Firewall,Destination IP Address (RBL)
31647,2021-06-18 10:16:10,112.33.28.129,178.190.55.182,41388,17504,TCP,861,Control,HTTP,Quaerat maxime ducimus ipsam non.,,13.4,,Malware,Known Pattern A,Ignored,Medium,Urvi Dubey,Mozilla/5.0 (Windows NT 5.0; zh-CN; rv:1.9.1.20) Gecko/4995-03-05 08:52:59 Firefox/14.0,Segment C,"Ajmer, Chhattisgarh",,Log Data,,Server,Destination IP Address (RBL)
31655,2020-11-21 09:02:29,218.85.222.224,45.55.27.243,24682,25370,UDP,1298,Data,HTTP,Quis atque nisi. Quibusdam in minus cum numquam iste earum. Doloribus voluptates voluptatum amet debitis.,IoC Detected,82.12,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Hunar Malhotra,Opera/9.39.(Windows 98; Win 9x 4.90; km-KH) Presto/2.9.178 Version/12.00,Segment A,"Bhusawal, Punjab",62.61.155.45,Log Data,Alert Data,Server,Destination IP Address (RBL)
31660,2022-02-10 04:22:11,153.182.114.111,74.237.119.138,8653,14459,UDP,1458,Data,DNS,Dolor quis corporis nesciunt ad porro veniam. Ratione veritatis possimus perspiciatis laboriosam. Aperiam natus vitae. Assumenda rerum ea quis modi voluptate vitae. Odit odio inventore animi ipsa.,IoC Detected,9.09,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Nitara Chaudhry,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/3.1),Segment A,"Ranchi, Chhattisgarh",,,,Firewall,Device Information (Suspect Bot)
31662,2022-02-11 16:21:15,27.165.36.77,80.174.16.157,31355,33816,ICMP,140,Control,HTTP,In libero explicabo earum delectus. Earum eveniet dolorum dolorum inventore cumque iure. Eum repellendus odio cumque vel dolorum.,,58.98,Alert Triggered,Malware,Known Pattern B,Ignored,High,Tushar Dube,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/5.1),Segment B,"Tiruppur, Tamil Nadu",,Log Data,,Firewall,Device Information (Suspect Bot)
31692,2022-11-17 01:22:29,66.136.149.223,57.85.171.50,48450,2811,ICMP,595,Control,FTP,Tenetur quis vero dignissimos tenetur optio. Voluptatem totam saepe tempore culpa. Aliquam a a voluptas laboriosam harum. Dolorum earum occaecati exercitationem similique quaerat pariatur.,,3.01,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Navya Loke,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/5.1),Segment B,"Ramgarh, Tripura",220.240.97.197,Log Data,Alert Data,Server,Device Information (Suspect Bot)
31698,2020-02-29 03:59:52,189.119.224.71,213.224.213.136,25453,33866,TCP,742,Data,DNS,Provident sint quisquam quasi rem voluptas eius. Et corporis molestiae pariatur. Commodi quam in accusantium. Nobis tempora cum quae eius.,,42.15,,Malware,Known Pattern B,Ignored,High,Prerak Batta,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/4.0),Segment C,"Bokaro, Haryana",,,Alert Data,Firewall,Device Information (Suspect Bot)
31705,2020-05-14 23:08:04,6.62.100.171,199.201.168.208,51649,60717,UDP,1313,Data,FTP,Dolorem at quas sequi facere. Nihil eum quibusdam commodi possimus libero ipsam.,IoC Detected,45.72,Alert Triggered,Malware,Known Pattern A,Blocked,High,Bhamini Vaidya,Opera/8.69.(Windows 98; Win 9x 4.90; mag-IN) Presto/2.9.190 Version/10.00,Segment B,"Vijayawada, Himachal Pradesh",146.233.175.242,,,Server,Source IP Address (RBL)
31711,2020-06-05 15:03:52,146.193.145.205,174.103.109.83,60500,28168,UDP,1263,Control,FTP,Praesentium porro iste eos. Voluptate saepe aspernatur veniam rerum. Optio tempore animi aliquam animi placeat reiciendis.,,74.94,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Alisha Taneja,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/5.1),Segment B,"Baranagar, Gujarat",,,,Firewall,Device Information (Suspect Bot)
31729,2022-01-17 18:58:47,160.197.88.89,110.247.3.232,56455,42390,TCP,591,Data,FTP,Ut exercitationem atque inventore quis nam. Nam ratione accusamus eum amet illum.,IoC Detected,92.59,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Parinaaz Lalla,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/5.1),Segment A,"Guwahati, Mizoram",187.84.47.229,Log Data,Alert Data,Server,Device Information (Suspect Bot)
31734,2020-03-09 12:06:17,133.32.83.89,153.150.213.95,55500,35131,ICMP,1334,Data,DNS,Illum voluptatum fugit est quidem expedita dignissimos. Ducimus perferendis repellendus beatae.,IoC Detected,67.76,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Prisha Wason,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/3.0),Segment A,"Serampore, Tamil Nadu",,Log Data,Alert Data,Server,Device Information (Suspect Bot)
31738,2022-05-30 17:40:16,50.58.110.197,45.225.89.30,36606,6180,TCP,857,Data,FTP,Minus molestiae quo. Aperiam mollitia nulla nam sequi soluta temporibus. Cupiditate officiis labore aspernatur quam molestiae. Odio itaque quia quasi eaque.,IoC Detected,33.5,,Malware,Known Pattern A,Ignored,Low,Advik Sharaf,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/3.0),Segment A,"Kharagpur, Madhya Pradesh",44.116.150.167,Log Data,Alert Data,Firewall,Device Information (Suspect Bot)
31743,2021-09-01 09:56:37,125.93.101.89,166.231.173.141,7616,14491,UDP,152,Control,DNS,Blanditiis expedita suscipit explicabo. Culpa tenetur similique. Deleniti cum hic eum laboriosam officia fugiat.,,63.37,,DDoS,Known Pattern A,Logged,Low,Raunak Chandran,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/5.1),Segment A,"Tiruchirappalli, Arunachal Pradesh",158.0.53.207,Log Data,,Server,Device Information (Suspect Bot)
31755,2020-12-19 23:45:15,47.64.171.33,108.141.78.88,49306,58885,ICMP,873,Control,HTTP,Rem aperiam dolore corrupti quas maiores facere nisi. Odit quibusdam dolor dicta repellendus ipsam quisquam. Molestias maxime quas ab.,,23.03,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Zaina Dhillon,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/60.0.801.0 Safari/536.1",Segment B,"Singrauli, Telangana",,Log Data,Alert Data,Firewall,Destination IP Address (RBL)
31756,2023-07-08 12:32:55,187.27.58.143,216.176.147.157,58787,19266,TCP,1382,Data,FTP,Dolorem aliquam perferendis optio. Atque id placeat deleniti architecto. Ratione quaerat excepturi molestias. Sapiente ipsam distinctio aperiam corporis blanditiis recusandae.,,59.01,Alert Triggered,Malware,Known Pattern A,Logged,Low,Keya Tata,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_6; rv:1.9.4.20) Gecko/6544-08-14 16:52:39 Firefox/3.6.5,Segment C,"Ramagundam, Haryana",135.176.122.53,Log Data,Alert Data,Firewall,Destination IP Address (RBL)
31759,2020-09-02 07:20:53,134.228.44.97,132.195.78.221,12098,18268,ICMP,656,Control,FTP,Sint cum consectetur voluptas vel. Animi inventore quia totam suscipit minima. Porro asperiores molestiae fugit.,IoC Detected,46.54,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Badal Sinha,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2318-06-19 07:30:58 Firefox/3.8,Segment C,"Kochi, Jharkhand",,Log Data,Alert Data,Firewall,Destination IP Address (RBL)
31774,2020-05-23 01:26:47,191.147.212.173,203.73.131.48,49220,20603,TCP,912,Data,DNS,Neque illum magnam ex voluptatum dolorem qui. Animi sunt quod quaerat corrupti voluptates voluptatibus laboriosam. Sed necessitatibus ratione labore rerum dolore.,,28.67,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Krish Kumer,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.1),Segment B,"Gudivada, Andhra Pradesh",129.216.31.232,Log Data,,Firewall,Device Information (Suspect Bot)
31797,2022-09-21 01:38:19,160.15.202.215,7.144.234.205,47270,16290,ICMP,82,Data,DNS,Eveniet nostrum accusantium ipsum officia dolores sit blanditiis. Ad cumque suscipit commodi sint.,IoC Detected,38.85,,Malware,Known Pattern B,Blocked,Low,Dhruv Sani,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/4.1),Segment B,"Sultan Pur Majra, Himachal Pradesh",220.237.246.191,Log Data,,Server,Device Information (Suspect Bot)
31806,2023-02-06 09:17:19,177.219.248.127,18.230.124.35,33481,5268,UDP,107,Control,FTP,Architecto ad qui quam ad exercitationem ipsum iure. Illum velit consectetur. Dolorem eaque dolorem. Nesciunt reiciendis eius totam vitae nam culpa.,IoC Detected,40.55,Alert Triggered,Malware,Known Pattern B,Ignored,High,Samiha Seshadri,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/3.1),Segment B,"Danapur, Bihar",,Log Data,Alert Data,Firewall,Device Information (Suspect Bot)
31807,2023-06-09 03:32:56,190.1.121.104,84.177.139.106,49792,27035,ICMP,100,Data,HTTP,Eveniet quod commodi impedit repudiandae occaecati sequi quas. Distinctio adipisci suscipit exercitationem eligendi. Debitis maiores illum in unde doloribus corrupti.,,8.44,,Malware,Known Pattern A,Blocked,High,Elakshi Tella,Opera/8.45.(X11; Linux i686; ml-IN) Presto/2.9.164 Version/10.00,Segment C,"Miryalaguda, Rajasthan",,,,Server,Destination IP Address (RBL)
31820,2022-05-11 20:03:08,10.168.129.218,197.48.221.161,17403,21008,TCP,980,Data,DNS,Perspiciatis quis neque ullam aspernatur minima qui. Magni alias dicta velit quaerat eius omnis alias. Autem id esse voluptatibus modi aut ut possimus.,,77.96,,DDoS,Known Pattern A,Blocked,Low,Lakshay Choudhry,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_3 rv:6.0; sid-ET) AppleWebKit/534.3.4 (KHTML, like Gecko) Version/5.0 Safari/534.3.4",Segment A,"Raipur, West Bengal",26.175.108.214,Log Data,Alert Data,Server,Source IP Address (RBL)
31822,2023-07-12 02:17:35,12.136.83.98,207.108.197.207,54187,48830,ICMP,1329,Control,DNS,Facilis ipsa impedit dolorem veniam. Reiciendis accusantium velit voluptates.,,49.97,,DDoS,Known Pattern B,Blocked,Medium,Shanaya Sule,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.1),Segment B,"Allahabad, Kerala",,,Alert Data,Firewall,Device Information (Suspect Bot)
31835,2021-09-23 18:32:32,49.250.96.217,26.183.140.75,31770,5314,ICMP,930,Data,DNS,Rerum exercitationem sunt vel vero repellat ducimus iure. Enim expedita officiis perferendis quia quo earum magni.,,47.8,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Ahana  Sastry,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/531.6.7 (KHTML, like Gecko) Version/5.0.2 Safari/531.6.7",Segment A,"Kozhikode, Assam",,Log Data,Alert Data,Server,Source IP Address (RBL)
31844,2021-12-17 06:53:35,26.49.24.191,106.103.22.248,32657,18544,UDP,969,Data,DNS,Reiciendis deserunt necessitatibus deleniti qui est odio. Iste amet nisi facilis. Dolor natus in assumenda corporis animi culpa aliquid. Qui fuga voluptas recusandae impedit cumque quae.,IoC Detected,46.17,,Malware,Known Pattern A,Blocked,High,Anika Khanna,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/3.0),Segment B,"Jammu, Odisha",,,,Firewall,Device Information (Suspect Bot)
31845,2022-07-15 20:40:53,165.18.186.17,157.182.124.124,8438,47876,UDP,546,Control,DNS,Vitae ratione expedita illo repellat. Odio commodi non labore vero sunt. Id officia repudiandae nostrum. Aperiam optio sit iste aperiam optio odit unde. Itaque et consequatur laudantium.,,95.51,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Lavanya Manne,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/4.0),Segment C,"Morena, Haryana",86.223.171.112,Log Data,,Firewall,Device Information (Suspect Bot)
31858,2020-07-25 00:25:32,56.75.13.172,216.22.113.11,47576,21103,UDP,580,Control,HTTP,Consequuntur accusamus doloribus aut. Ut laboriosam aperiam hic illum earum. Repellendus doloremque natus officia magni provident. Itaque vero saepe ullam vel provident porro ratione.,IoC Detected,58.45,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Mehul Mammen,Opera/9.96.(X11; Linux x86_64; rw-RW) Presto/2.9.188 Version/11.00,Segment B,"Katni, Goa",,,Alert Data,Server,Source IP Address (RBL)
31867,2023-09-05 00:53:14,165.5.162.172,210.221.142.72,44894,42712,UDP,998,Control,FTP,Voluptas enim alias cumque at tenetur. At voluptates veniam. Sint veniam cum commodi assumenda aperiam. Rem totam voluptate explicabo in.,IoC Detected,64.63,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Stuvan Talwar,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/48.0.893.0 Mobile/40K502 Safari/533.1",Segment A,"Kanpur, Meghalaya",59.234.34.174,Log Data,Alert Data,Server,Destination IP Address (RBL)
31869,2023-06-23 03:45:52,180.134.183.195,73.229.119.136,12378,60728,UDP,486,Data,FTP,Esse et eveniet reiciendis ipsa dolor nisi. Deleniti eaque suscipit. Aspernatur architecto natus deserunt. Dolores numquam repellendus deleniti. Ab quasi veritatis perferendis impedit.,,38.07,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Mahika Acharya,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_8 rv:4.0; hak-TW) AppleWebKit/535.15.2 (KHTML, like Gecko) Version/4.1 Safari/535.15.2",Segment A,"Gorakhpur, Telangana",40.238.231.71,Log Data,Alert Data,Firewall,Source IP Address (RBL)
31875,2022-03-02 21:32:43,12.82.188.99,22.90.122.198,32271,1076,TCP,841,Control,HTTP,Nisi facilis explicabo. Maxime sequi enim ullam tempora saepe asperiores iure.,,78.45,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Kashvi Batra,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/5.1),Segment C,"Delhi, Karnataka",64.255.95.208,,Alert Data,Server,Device Information (Suspect Bot)
31879,2021-10-11 07:21:32,86.27.46.178,6.195.109.106,6188,14624,TCP,832,Control,DNS,Perferendis officia sequi quisquam minima odio fugiat. Voluptatibus cumque temporibus ea placeat hic. Molestias voluptatibus quas optio id odio.,,45.61,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Umang Raja,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_7) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/33.0.855.0 Safari/532.1",Segment C,"Ulhasnagar, Arunachal Pradesh",141.122.39.201,Log Data,Alert Data,Firewall,Source IP Address (RBL)
31885,2021-01-31 01:37:14,169.102.93.177,106.255.9.79,29827,12585,TCP,853,Data,FTP,Doloremque nobis maxime corporis. Dolorum aliquid nisi. Perferendis odit corrupti cupiditate maxime suscipit doloribus. Quae ipsum exercitationem nulla.,,50.83,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Dhanush Suri,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; it-IT) AppleWebKit/533.19.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6533.19.3",Segment B,"Orai, Odisha",,,Alert Data,Server,Source IP Address (RBL)
31912,2020-06-11 04:05:25,89.116.231.144,32.106.91.200,40944,17843,UDP,1037,Data,DNS,Recusandae dignissimos aliquam mollitia voluptates nam. Occaecati aut enim odit aliquid. Rerum eum repellendus ullam blanditiis autem. Delectus magni ut commodi est consequuntur.,,8.97,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Anahi Dass,Mozilla/5.0 (Android 3.0; Mobile; rv:51.0) Gecko/51.0 Firefox/51.0,Segment A,"Bongaigaon, Meghalaya",,Log Data,,Firewall,Source IP Address (RBL)
31934,2022-11-12 09:22:51,183.246.95.3,201.126.141.198,30571,52408,UDP,817,Control,HTTP,Quibusdam error blanditiis dolores delectus. Officiis ad beatae aspernatur. Voluptates iusto iste deleniti quidem. Nulla neque saepe facilis perspiciatis.,IoC Detected,45.67,,Malware,Known Pattern A,Logged,Low,Shayak Sahni,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/38.0.858.0 Mobile/78G982 Safari/534.1",Segment A,"Nangloi Jat, Chhattisgarh",,Log Data,,Firewall,Destination IP Address (RBL)
31937,2021-06-12 23:02:22,74.107.119.185,218.91.99.242,29207,32051,TCP,1105,Control,DNS,Facilis ullam ducimus ut voluptatem. Porro tempora similique laboriosam. Veritatis saepe ducimus tempore. Blanditiis eum officia error nemo eius facere.,IoC Detected,22.43,,DDoS,Known Pattern B,Ignored,Medium,Rohan Rajagopal,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/53.0.860.0 Mobile/14I768 Safari/532.2",Segment A,"Jodhpur, Rajasthan",183.85.217.168,Log Data,,Server,Destination IP Address (RBL)
31957,2021-07-10 04:52:18,200.117.226.76,183.30.108.234,6597,42304,TCP,764,Control,HTTP,Ipsam explicabo non quidem sit porro impedit aliquam. Accusamus quae ea possimus sunt nemo optio. Nam nam ipsam voluptates eos placeat doloribus.,,67.39,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Adah Kala,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.0),Segment C,"Gangtok, Haryana",,Log Data,Alert Data,Firewall,"Destination IP Address (RBL), Device Information (Suspect Bot)"
31969,2023-01-23 22:25:19,64.250.5.26,167.229.199.152,47849,22734,TCP,1085,Data,FTP,Eum quae hic dignissimos tempora sequi magni. Possimus ipsa pariatur atque laborum ex.,IoC Detected,32.98,,Malware,Known Pattern B,Blocked,High,Chirag Kala,Opera/9.35.(Windows NT 5.2; kn-IN) Presto/2.9.167 Version/10.00,Segment A,"Firozabad, Tripura",,,Alert Data,Firewall,Source IP Address (RBL)
32023,2020-02-15 23:47:41,211.197.86.21,152.184.92.205,12441,59190,UDP,906,Control,HTTP,Dolor nesciunt inventore iste aliquam explicabo numquam ea. Veritatis officia ex occaecati ab culpa tempora. Quod dolor accusamus eos illo.,IoC Detected,13.19,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Gokul Sarraf,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/5.0),Segment B,"Surat, Maharashtra",9.238.121.141,Log Data,Alert Data,Firewall,Device Information (Suspect Bot)
32025,2020-07-23 09:10:36,19.1.147.66,190.218.236.23,23139,30535,UDP,1122,Control,DNS,Fuga facere quo culpa id. Similique ipsum a laudantium rerum pariatur aliquam debitis. Totam officia cumque vel doloremque.,IoC Detected,70.06,,Malware,Known Pattern B,Ignored,Low,Elakshi Boase,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/7386-09-29 01:29:59 Firefox/3.8,Segment A,"Hindupur, Gujarat",177.104.110.235,,,Firewall,Destination IP Address (RBL)
32039,2021-03-20 20:19:24,29.50.233.237,75.17.238.133,42136,56701,UDP,1034,Control,FTP,Perferendis recusandae officia. Dicta maxime accusamus eos consectetur. Eaque pariatur recusandae tempora nostrum id facilis.,IoC Detected,72.34,,DDoS,Known Pattern B,Blocked,Low,Miraan Mallick,Opera/8.95.(Windows NT 6.0; bhb-IN) Presto/2.9.186 Version/11.00,Segment A,"Bhatpara, Tamil Nadu",93.85.182.121,Log Data,Alert Data,Firewall,"Source IP Address (RBL), Destination IP Address (RBL)"
32040,2022-03-09 01:40:08,22.102.246.75,91.48.55.234,4112,54951,TCP,533,Control,DNS,Vero voluptas earum tempora. Rem iure delectus porro ut doloribus.,,75.29,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Taran Mahajan,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_1 rv:4.0; yi-US) AppleWebKit/531.21.1 (KHTML, like Gecko) Version/4.0.4 Safari/531.21.1",Segment B,"Naihati, Assam",,Log Data,Alert Data,Firewall,Destination IP Address (RBL)
32044,2021-06-16 08:14:46,72.126.63.14,39.16.173.147,47203,59822,UDP,962,Data,DNS,Fugiat magni necessitatibus perspiciatis. Rem autem porro exercitationem nesciunt neque. Aperiam soluta accusamus voluptas molestiae. Harum at ipsam delectus consequatur sunt est iste.,IoC Detected,29.02,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Vanya Kalla,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.1),Segment A,"Rampur, Arunachal Pradesh",,Log Data,Alert Data,Firewall,Device Information (Suspect Bot)
32066,2020-11-25 04:38:59,91.253.254.48,196.243.155.213,29922,16734,TCP,1214,Control,DNS,Necessitatibus ratione eveniet dolores. Reiciendis velit quae unde assumenda reiciendis nesciunt. Voluptate repudiandae sapiente ratione. Quis voluptatem id itaque sequi.,,21.02,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Lakshit Suri,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/41.0.863.0 Safari/531.2",Segment B,"Medininagar, Tripura",55.193.60.63,Log Data,,Server,Destination IP Address (RBL)
